Frequency (Hz)	Level (dB)
13129.870605	-113.167084
13131.216431	-103.934013
13132.562256	-106.430527
13133.908081	-103.273094
13135.253906	-102.090233
13136.599731	-106.821846
13137.945557	-99.887291
13139.291382	-95.339523
13140.637207	-99.745895
13141.983032	-109.375404
13143.328857	-107.698502
13144.674683	-106.359016
13146.020508	-102.534195
13147.366333	-104.940819
13148.712158	-101.848099
13150.057983	-99.134560
13151.403809	-95.500740
13152.749634	-101.476776
13154.095459	-98.480225
13155.441284	-92.642929
13156.787109	-94.756683
13158.132935	-93.407555
13159.478760	-93.779144
13160.824585	-98.908371
13162.170410	-117.385002
13163.516235	-104.808968
13164.862061	-108.014977
13166.207886	-101.459633
13167.553711	-101.756653
13168.899536	-105.324181
13170.245361	-109.171707
13171.591187	-113.628738
13172.937012	-108.760818
13174.282837	-108.370934
13175.628662	-111.562546
13176.974487	-115.005341
13178.320312	-113.009514
13179.666138	-109.861046
13181.011963	-107.758469
13182.357788	-105.961426
13183.703613	-106.086884
13185.049438	-104.589401
13186.395264	-102.635780
13187.741089	-112.623802
13189.086914	-100.787437
13190.432739	-97.725143
13191.778564	-99.237480
13193.124390	-101.013710
13194.470215	-104.234680
13195.816040	-102.417595
13197.161865	-102.176353
13198.507690	-106.186295
13199.853516	-104.329117
13201.199341	-103.116493
13202.545166	-120.296349
13203.890991	-104.552185
13205.236816	-107.917892
13206.582642	-112.618500
13207.928467	-112.908035
13209.274292	-106.772964
13210.620117	-117.033295
13211.965942	-106.365349
13213.311768	-107.965279
13214.657593	-113.478226
13216.003418	-109.024422
13217.349243	-107.129852
13218.695068	-109.335793
13220.040894	-113.386520
13221.386719	-117.210518
13222.732544	-110.820190
13224.078369	-107.716240
13225.424194	-109.856033
13226.770020	-113.785858
13228.115845	-116.663361
13229.461670	-113.240662
13230.807495	-109.226891
13232.153320	-108.582634
13233.499146	-108.601936
13234.844971	-109.711922
13236.190796	-116.746803
13237.536621	-108.628593
13238.882446	-112.149963
13240.228271	-112.373756
13241.574097	-110.429390
13242.919922	-110.343597
13244.265747	-112.390282
13245.611572	-103.642113
13246.957397	-98.231049
13248.303223	-99.475304
13249.649048	-103.826553
13250.994873	-107.403938
13252.340698	-120.539238
13253.686523	-104.967613
13255.032349	-100.938530
13256.378174	-99.426422
13257.723999	-99.905029
13259.069824	-100.409294
13260.415649	-101.031624
13261.761475	-104.774994
13263.107300	-101.256096
13264.453125	-104.558884
13265.798950	-115.189644
13267.144775	-111.515991
13268.490601	-115.583511
13269.836426	-111.421623
13271.182251	-108.944916
13272.528076	-110.602180
13273.873901	-117.266815
13275.219727	-116.176590
13276.565552	-113.895302
13277.911377	-117.713287
13279.257202	-123.355835
13280.603027	-117.295189
13281.948853	-112.326881
13283.294678	-109.145027
13284.640503	-117.963722
13285.986328	-107.507858
13287.332153	-107.213699
13288.677979	-108.778862
13290.023804	-111.226242
13291.369629	-115.125198
13292.715454	-112.620842
13294.061279	-105.943161
13295.407104	-104.484818
13296.752930	-124.086937
13298.098755	-104.518471
13299.444580	-99.620064
13300.790405	-99.625153
13302.136230	-100.897171
13303.482056	-105.061920
13304.827881	-111.136528
13306.173706	-104.078644
13307.519531	-101.829803
13308.865356	-102.366745
13310.211182	-103.696274
13311.557007	-105.455185
13312.902832	-111.931770
13314.248657	-118.484108
13315.594482	-127.766289
13316.940308	-114.446671
13318.286133	-113.648804
13319.631958	-116.824577
13320.977783	-111.207573
13322.323608	-113.466438
13323.669434	-115.322540
13325.015259	-124.796738
13326.361084	-122.168617
13327.706909	-116.501312
13329.052734	-113.054199
13330.398560	-113.750420
13331.744385	-110.403931
13333.090210	-110.834862
13334.436035	-115.330093
13335.781860	-116.831146
13337.127686	-123.449852
13338.473511	-120.202934
13339.819336	-114.726448
13341.165161	-111.401382
13342.510986	-115.154388
13343.856812	-106.496017
13345.202637	-105.494377
13346.548462	-104.070084
13347.894287	-102.858688
13349.240112	-107.846313
13350.585938	-104.176399
13351.931763	-109.200829
13353.277588	-105.149796
13354.623413	-106.681938
13355.969238	-107.481400
13357.315063	-103.556465
13358.660889	-107.910057
13360.006714	-106.467476
13361.352539	-117.699379
13362.698364	-110.723473
13364.044189	-115.559639
13365.390015	-112.337837
13366.735840	-115.720558
13368.081665	-116.843132
13369.427490	-116.402374
13370.773315	-127.785629
13372.119141	-120.089157
13373.464966	-130.455948
13374.810791	-122.606339
13376.156616	-117.648804
13377.502441	-117.969826
13378.848267	-112.482864
13380.194092	-110.304962
13381.539917	-115.265472
13382.885742	-110.608162
13384.231567	-115.510139
13385.577393	-109.693245
13386.923218	-109.093544
13388.269043	-110.843147
13389.614868	-106.125107
13390.960693	-111.988243
13392.306519	-105.894897
13393.652344	-111.136642
13394.998169	-112.464462
13396.343994	-114.284744
13397.689819	-112.836533
13399.035645	-112.373085
13400.381470	-109.075829
13401.727295	-110.587425
13403.073120	-113.903343
13404.418945	-110.741180
13405.764771	-111.165733
13407.110596	-110.193863
13408.456421	-112.335899
13409.802246	-111.568359
13411.148071	-115.002243
13412.493896	-111.563919
13413.839722	-111.520340
13415.185547	-113.029785
13416.531372	-115.289619
13417.877197	-120.052094
13419.223022	-117.692474
13420.568848	-134.783798
13421.914673	-127.176231
13423.260498	-126.834747
13424.606323	-126.421165
13425.952148	-125.492477
13427.297974	-135.264832
13428.643799	-123.828918
13429.989624	-123.414589
13431.335449	-124.437080
13432.681274	-125.931961
13434.027100	-133.264130
13435.372925	-121.298256
13436.718750	-118.365829
13438.064575	-115.147110
13439.410400	-123.395027
13440.756226	-120.019958
13442.102051	-115.671059
13443.447876	-122.522385
13444.793701	-113.847481
13446.139526	-115.974854
13447.485352	-122.953705
13448.831177	-119.244270
13450.177002	-108.857368
13451.522827	-109.505341
13452.868652	-113.364510
13454.214478	-112.144653
13455.560303	-126.224449
13456.906128	-117.853416
13458.251953	-125.744919
13459.597778	-116.638023
13460.943604	-114.542717
13462.289429	-116.098434
13463.635254	-117.591408
13464.981079	-127.168594
13466.326904	-119.549446
13467.672729	-121.172562
13469.018555	-115.170624
13470.364380	-118.672318
13471.710205	-125.074089
13473.056030	-127.447502
13474.401855	-119.967819
13475.747681	-121.601112
13477.093506	-127.647377
13478.439331	-128.428925
13479.785156	-123.366112
13481.130981	-128.619766
13482.476807	-118.367920
13483.822632	-121.022484
13485.168457	-112.212852
13486.514282	-113.835152
13487.860107	-113.450211
13489.205933	-115.903816
13490.551758	-115.434158
13491.897583	-110.946877
13493.243408	-106.924629
13494.589233	-118.742828
13495.935059	-118.486870
13497.280884	-106.489517
13498.626709	-108.684265
13499.972534	-118.602173
13501.318359	-112.050140
13502.664185	-109.397293
13504.010010	-111.028374
13505.355835	-110.951584
13506.701660	-110.155434
13508.047485	-113.388687
13509.393311	-105.171852
13510.739136	-108.308136
13512.084961	-122.419136
13513.430786	-116.881805
13514.776611	-111.383392
13516.122437	-109.231438
13517.468262	-115.493172
13518.814087	-112.970619
13520.159912	-116.428665
13521.505737	-118.081573
13522.851562	-120.769676
13524.197388	-115.853500
13525.543213	-125.130020
13526.889038	-129.280579
13528.234863	-118.085571
13529.580688	-120.086655
13530.926514	-121.990189
13532.272339	-119.745895
13533.618164	-136.031311
13534.963989	-117.122025
13536.309814	-112.063957
13537.655640	-114.662170
13539.001465	-113.318405
13540.347290	-102.444077
13541.693115	-102.480049
13543.038940	-109.592911
13544.384766	-111.873154
13545.730591	-108.239296
13547.076416	-100.392754
13548.422241	-104.179810
13549.768066	-105.801445
13551.113892	-106.012794
13552.459717	-104.737823
13553.805542	-104.866058
13555.151367	-107.118065
13556.497192	-101.823105
13557.843018	-103.085838
13559.188843	-101.893333
13560.534668	-99.401260
13561.880493	-103.314461
13563.226318	-106.367462
13564.572144	-100.613426
13565.917969	-108.733368
13567.263794	-116.439819
13568.609619	-112.107780
13569.955444	-114.652710
13571.301270	-123.677658
13572.647095	-121.316422
13573.992920	-121.058952
13575.338745	-116.349518
13576.684570	-129.073883
13578.030396	-113.637581
13579.376221	-108.230347
13580.722046	-107.838791
13582.067871	-105.248695
13583.413696	-102.184364
13584.759521	-102.537819
13586.105347	-109.387344
13587.451172	-103.932793
13588.796997	-106.285820
13590.142822	-116.000298
13591.488647	-105.446136
13592.834473	-98.893501
13594.180298	-100.282303
13595.526123	-104.631752
13596.871948	-97.713219
13598.217773	-96.844566
13599.563599	-97.337868
13600.909424	-111.394997
13602.255249	-107.534897
13603.601074	-104.419418
13604.946899	-98.956223
13606.292725	-98.676117
13607.638550	-112.703590
13608.984375	-103.048500
13610.330200	-103.460983
13611.676025	-110.899094
13613.021851	-104.761230
13614.367676	-99.843338
13615.713501	-100.456703
13617.059326	-106.157158
13618.405151	-128.821274
13619.750977	-109.450874
13621.096802	-106.511444
13622.442627	-103.272743
13623.788452	-106.244896
13625.134277	-112.705719
13626.480103	-110.819435
13627.825928	-102.621719
13629.171753	-103.249054
13630.517578	-104.987206
13631.863403	-108.975403
13633.209229	-113.719810
13634.555054	-108.063263
13635.900879	-105.050110
13637.246704	-99.373558
13638.592529	-99.097977
13639.938354	-106.692986
13641.284180	-107.575806
13642.630005	-103.485306
13643.975830	-88.894028
13645.321655	-84.661644
13646.667480	-86.544693
13648.013306	-86.560936
13649.359131	-85.989372
13650.704956	-82.870506
13652.050781	-85.560730
13653.396606	-93.476562
13654.742432	-95.505241
13656.088257	-98.569618
13657.434082	-103.234680
13658.779907	-108.491730
13660.125732	-108.860809
13661.471558	-109.544945
13662.817383	-117.020088
13664.163208	-103.193108
13665.509033	-112.883644
13666.854858	-100.237480
13668.200684	-97.963150
13669.546509	-105.200798
13670.892334	-117.395187
13672.238159	-111.268288
13673.583984	-111.921234
13674.929810	-109.940315
13676.275635	-113.169533
13677.621460	-117.610519
13678.967285	-109.761902
13680.313110	-104.644798
13681.658936	-105.998238
13683.004761	-109.982307
13684.350586	-107.030746
13685.696411	-103.673454
13687.042236	-99.024635
13688.388062	-101.472893
13689.733887	-102.674118
13691.079712	-97.097672
13692.425537	-100.303291
13693.771362	-104.797150
13695.117188	-97.741730
13696.463013	-96.302849
13697.808838	-96.899048
13699.154663	-100.911896
13700.500488	-106.542961
13701.846313	-107.591125
13703.192139	-101.339294
13704.537964	-102.397743
13705.883789	-101.604332
13707.229614	-102.551918
13708.575439	-108.065094
13709.921265	-109.860214
13711.267090	-103.689697
13712.612915	-108.167793
13713.958740	-109.621956
13715.304565	-105.693565
13716.650391	-115.637787
13717.996216	-109.620056
13719.342041	-107.847046
13720.687866	-108.892365
13722.033691	-110.632149
13723.379517	-111.432213
13724.725342	-108.947678
13726.071167	-107.147110
13727.416992	-111.321335
13728.762817	-119.067642
13730.108643	-112.010834
13731.454468	-109.583984
13732.800293	-105.540138
13734.146118	-111.104736
13735.491943	-104.961769
13736.837769	-107.924339
13738.183594	-107.902916
13739.529419	-104.531876
13740.875244	-104.573982
13742.221069	-99.463455
13743.566895	-104.420105
13744.912720	-105.904678
13746.258545	-101.140556
13747.604370	-99.917999
13748.950195	-100.936508
13750.296021	-101.859810
13751.641846	-104.376411
13752.987671	-106.228073
13754.333496	-105.511559
13755.679321	-102.170700
13757.025146	-103.659996
13758.370972	-124.045982
13759.716797	-110.083565
13761.062622	-106.843948
13762.408447	-106.393707
13763.754272	-111.757530
13765.100098	-119.516998
13766.445923	-118.877647
13767.791748	-119.275322
13769.137573	-115.667755
13770.483398	-114.822289
13771.829224	-117.580978
13773.175049	-124.071304
13774.520874	-126.114151
13775.866699	-117.435852
13777.212524	-111.329948
13778.558350	-111.632469
13779.904175	-112.564682
13781.250000	-113.370003
13782.595825	-128.661087
13783.941650	-110.475517
13785.287476	-106.585365
13786.633301	-110.175774
13787.979126	-117.250763
13789.324951	-123.110878
13790.670776	-116.866653
13792.016602	-116.503868
13793.362427	-108.143913
13794.708252	-104.768883
13796.054077	-109.634117
13797.399902	-115.121750
13798.745728	-111.083336
13800.091553	-107.944092
13801.437378	-110.959518
13802.783203	-120.467705
13804.129028	-116.088127
13805.474854	-116.819626
13806.820679	-108.431015
13808.166504	-104.574989
13809.512329	-106.433624
13810.858154	-111.131516
13812.203979	-112.773079
13813.549805	-115.183823
13814.895630	-116.753906
13816.241455	-116.701675
13817.587280	-115.740982
13818.933105	-115.304184
13820.278931	-115.231400
13821.624756	-117.698456
13822.970581	-125.041824
13824.316406	-124.503288
13825.662231	-133.315872
13827.008057	-126.765480
13828.353882	-123.751022
13829.699707	-121.581284
13831.045532	-121.105576
13832.391357	-121.620506
13833.737183	-116.903374
13835.083008	-118.326653
13836.428833	-118.840202
13837.774658	-126.142151
13839.120483	-113.883690
13840.466309	-115.829788
13841.812134	-122.776581
13843.157959	-112.232704
13844.503784	-110.689232
13845.849609	-114.310913
13847.195435	-119.304718
13848.541260	-112.577507
13849.887085	-112.089371
13851.232910	-115.099831
13852.578735	-113.919022
13853.924561	-115.090752
13855.270386	-122.088173
13856.616211	-111.094040
13857.962036	-109.453819
13859.307861	-114.683182
13860.653687	-123.990334
13861.999512	-110.225571
13863.345337	-110.489677
13864.691162	-114.480309
13866.036987	-122.237434
13867.382812	-116.881927
13868.728638	-115.131035
13870.074463	-116.261223
13871.420288	-117.780159
13872.766113	-117.794510
13874.111938	-122.540009
13875.457764	-127.707985
13876.803589	-121.023857
13878.149414	-120.542435
13879.495239	-125.991112
13880.841064	-124.542046
13882.186890	-120.467041
13883.532715	-122.339249
13884.878540	-117.343170
13886.224365	-112.831726
13887.570190	-116.124962
13888.916016	-117.409706
13890.261841	-124.445633
13891.607666	-117.242996
13892.953491	-110.704567
13894.299316	-112.792702
13895.645142	-119.105316
13896.990967	-113.566208
13898.336792	-109.290764
13899.682617	-112.105675
13901.028442	-112.210922
13902.374268	-116.098930
13903.720093	-117.507919
13905.065918	-115.304291
13906.411743	-112.013474
13907.757568	-110.519089
13909.103394	-115.665367
13910.449219	-113.218933
13911.795044	-111.209076
13913.140869	-110.974541
13914.486694	-121.157852
13915.832520	-117.547821
13917.178345	-113.629219
13918.524170	-117.814690
13919.869995	-119.130539
13921.215820	-118.691399
13922.561646	-122.462517
13923.907471	-127.100319
13925.253296	-125.155647
13926.599121	-118.383217
13927.944946	-123.410912
13929.290771	-123.290916
13930.636597	-116.755836
13931.982422	-116.475861
13933.328247	-116.063492
13934.674072	-117.641609
13936.019897	-112.681252
13937.365723	-133.760941
13938.711548	-119.571434
13940.057373	-113.936844
13941.403198	-112.018806
13942.749023	-117.438042
13944.094849	-115.312790
13945.440674	-115.427277
13946.786499	-128.616165
13948.132324	-111.623169
13949.478149	-123.774498
13950.823975	-123.367935
13952.169800	-118.986420
13953.515625	-120.829597
13954.861450	-118.369308
13956.207275	-112.411278
13957.553101	-117.615677
13958.898926	-132.451874
13960.244751	-116.559616
13961.590576	-137.295074
13962.936401	-124.038925
13964.282227	-116.577065
13965.628052	-126.716736
13966.973877	-132.525375
13968.319702	-124.473930
13969.665527	-130.508789
13971.011353	-146.001938
13972.357178	-128.923645
13973.703003	-133.250900
13975.048828	-128.889603
13976.394653	-122.081238
13977.740479	-124.088097
13979.086304	-117.072968
13980.432129	-130.094406
13981.777954	-117.314178
13983.123779	-125.701553
13984.469604	-120.337189
13985.815430	-115.684761
13987.161255	-122.842308
13988.507080	-125.412193
13989.852905	-115.553154
13991.198730	-117.846664
13992.544556	-122.214088
13993.890381	-117.254852
13995.236206	-122.254013
13996.582031	-117.402519
13997.927856	-119.086296
13999.273682	-135.226379
14000.619507	-116.016869
14001.965332	-122.003883
14003.311157	-122.262177
14004.656982	-118.688614
14006.002808	-132.210556
14007.348633	-118.160538
14008.694458	-113.984528
14010.040283	-117.804626
14011.386108	-118.500328
14012.731934	-121.752693
14014.077759	-127.833977
14015.423584	-129.641968
14016.769409	-130.826065
14018.115234	-117.852943
14019.461060	-122.112724
14020.806885	-120.230865
14022.152710	-117.555931
14023.498535	-120.523918
14024.844360	-126.295311
14026.190186	-127.318916
14027.536011	-128.111298
14028.881836	-123.141472
14030.227661	-127.213799
14031.573486	-118.349014
14032.919312	-128.354691
14034.265137	-113.345497
14035.610962	-121.742622
14036.956787	-119.762230
14038.302612	-116.956566
14039.648438	-119.171120
14040.994263	-109.491013
14042.340088	-120.883278
14043.685913	-111.309601
14045.031738	-107.958931
14046.377563	-111.010948
14047.723389	-119.783020
14049.069214	-106.916824
14050.415039	-114.361023
14051.760864	-110.439362
14053.106689	-111.981789
14054.452515	-123.379677
14055.798340	-114.936523
14057.144165	-111.623146
14058.489990	-108.152794
14059.835815	-117.979851
14061.181641	-113.384995
14062.527466	-110.815315
14063.873291	-115.015915
14065.219116	-115.634254
14066.564941	-110.868156
14067.910767	-110.513641
14069.256592	-115.873184
14070.602417	-123.075562
14071.948242	-122.937531
14073.294067	-121.708145
14074.639893	-126.731461
14075.985718	-129.735886
14077.331543	-130.497559
14078.677368	-119.568825
14080.023193	-115.240746
14081.369019	-110.942932
14082.714844	-111.746117
14084.060669	-129.216446
14085.406494	-117.292091
14086.752319	-118.082024
14088.098145	-109.856506
14089.443970	-105.414352
14090.789795	-106.639191
14092.135620	-103.177269
14093.481445	-105.452919
14094.827271	-118.960037
14096.173096	-105.798103
14097.518921	-103.539177
14098.864746	-106.301788
14100.210571	-108.879303
14101.556396	-126.703842
14102.902222	-111.947762
14104.248047	-104.304512
14105.593872	-103.902496
14106.939697	-107.688843
14108.285522	-105.074333
14109.631348	-105.428246
14110.977173	-108.382698
14112.322998	-110.944092
14113.668823	-113.495911
14115.014648	-127.119652
14116.360474	-119.808723
14117.706299	-118.543930
14119.052124	-113.179398
14120.397949	-116.351227
14121.743774	-119.158218
14123.089600	-118.740494
14124.435425	-114.338516
14125.781250	-113.055252
14127.127075	-120.065025
14128.472900	-117.229729
14129.818726	-124.927925
14131.164551	-104.004341
14132.510376	-102.246078
14133.856201	-110.923134
14135.202026	-108.230865
14136.547852	-105.817307
14137.893677	-108.382980
14139.239502	-110.617058
14140.585327	-113.769135
14141.931152	-126.215988
14143.276978	-102.995728
14144.622803	-96.060120
14145.968628	-100.030815
14147.314453	-113.773407
14148.660278	-110.271812
14150.006104	-102.621262
14151.351929	-107.168800
14152.697754	-105.057404
14154.043579	-101.524193
14155.389404	-101.421127
14156.735229	-102.218178
14158.081055	-102.743752
14159.426880	-100.677368
14160.772705	-101.510696
14162.118530	-114.036530
14163.464355	-110.719551
14164.810181	-116.419754
14166.156006	-112.476372
14167.501831	-114.653694
14168.847656	-109.556763
14170.193481	-111.035866
14171.539307	-112.013664
14172.885132	-111.462280
14174.230957	-118.273232
14175.576782	-119.875259
14176.922607	-119.387566
14178.268433	-108.933205
14179.614258	-101.305496
14180.960083	-101.764511
14182.305908	-99.398338
14183.651733	-98.008987
14184.997559	-105.230316
14186.343384	-108.452095
14187.689209	-123.300919
14189.035034	-108.325706
14190.380859	-104.496506
14191.726685	-96.225067
14193.072510	-91.237740
14194.418335	-88.686729
14195.764160	-98.832336
14197.109985	-89.848518
14198.455811	-99.141068
14199.801636	-103.309464
14201.147461	-96.364609
14202.493286	-93.552147
14203.839111	-97.979431
14205.184937	-100.949051
14206.530762	-106.737282
14207.876587	-119.808487
14209.222412	-116.263779
14210.568237	-120.635262
14211.914062	-120.526337
14213.259888	-113.653229
14214.605713	-112.274940
14215.951538	-113.327431
14217.297363	-109.571236
14218.643188	-108.744606
14219.989014	-111.646507
14221.334839	-119.168083
14222.680664	-109.624222
14224.026489	-108.341782
14225.372314	-107.268089
14226.718140	-113.627342
14228.063965	-108.490349
14229.409790	-104.987717
14230.755615	-109.488266
14232.101440	-112.732620
14233.447266	-115.117363
14234.793091	-110.880264
14236.138916	-117.882797
14237.484741	-114.931313
14238.830566	-110.966057
14240.176392	-107.933220
14241.522217	-109.801224
14242.868042	-108.848305
14244.213867	-104.226212
14245.559692	-102.091637
14246.905518	-99.772804
14248.251343	-102.286034
14249.597168	-106.411598
14250.942993	-111.415108
14252.288818	-110.435921
14253.634644	-112.092728
14254.980469	-111.498650
14256.326294	-115.478836
14257.672119	-113.482277
14259.017944	-113.008842
14260.363770	-105.433342
14261.709595	-107.836159
14263.055420	-113.005997
14264.401245	-121.253708
14265.747070	-119.436996
14267.092896	-115.544670
14268.438721	-127.511124
14269.784546	-120.336617
14271.130371	-119.399986
14272.476196	-113.727081
14273.822021	-112.180763
14275.167847	-116.419083
14276.513672	-121.221130
14277.859497	-110.821541
14279.205322	-116.926712
14280.551147	-110.719139
14281.896973	-112.183250
14283.242798	-103.019333
14284.588623	-100.228676
14285.934448	-103.356934
14287.280273	-109.086380
14288.626099	-105.483841
14289.971924	-105.807823
14291.317749	-111.264397
14292.663574	-103.956413
14294.009399	-106.057747
14295.355225	-105.210770
14296.701050	-101.888222
14298.046875	-106.101562
14299.392700	-114.969551
14300.738525	-105.767502
14302.084351	-107.791252
14303.430176	-116.555199
14304.776001	-112.581169
14306.121826	-106.826324
14307.467651	-103.811409
14308.813477	-110.338913
14310.159302	-117.654121
14311.505127	-113.843384
14312.850952	-119.735451
14314.196777	-111.539108
14315.542603	-116.728279
14316.888428	-119.630539
14318.234253	-117.301010
14319.580078	-120.173805
14320.925903	-123.426498
14322.271729	-118.215775
14323.617554	-113.344604
14324.963379	-113.260727
14326.309204	-116.613808
14327.655029	-111.112190
14329.000854	-107.019653
14330.346680	-104.954193
14331.692505	-111.548317
14333.038330	-112.107010
14334.384155	-109.079712
14335.729980	-112.297241
14337.075806	-105.003555
14338.421631	-112.926208
14339.767456	-108.012108
14341.113281	-113.757790
14342.459106	-115.488922
14343.804932	-121.803719
14345.150757	-105.217232
14346.496582	-106.443268
14347.842407	-106.167625
14349.188232	-106.165291
14350.534058	-102.539558
14351.879883	-106.971504
14353.225708	-108.649422
14354.571533	-108.806114
14355.917358	-119.714882
14357.263184	-108.583313
14358.609009	-109.633331
14359.954834	-117.953239
14361.300659	-128.184708
14362.646484	-124.962631
14363.992310	-120.401604
14365.338135	-119.992210
14366.683960	-119.155693
14368.029785	-118.765091
14369.375610	-122.321838
14370.721436	-123.549332
14372.067261	-122.654099
14373.413086	-113.378014
14374.758911	-125.667244
14376.104736	-116.200134
14377.450562	-113.870285
14378.796387	-113.239151
14380.142212	-115.945930
14381.488037	-111.614532
14382.833862	-115.636490
14384.179688	-116.811378
14385.525513	-116.033577
14386.871338	-109.811951
14388.217163	-113.715630
14389.562988	-109.568802
14390.908813	-108.970818
14392.254639	-123.272209
14393.600464	-116.350464
14394.946289	-111.806747
14396.292114	-113.129288
14397.637939	-111.219627
14398.983765	-105.116669
14400.329590	-114.611237
14401.675415	-112.433563
14403.021240	-121.301170
14404.367065	-121.969551
14405.712891	-114.889221
14407.058716	-111.487190
14408.404541	-114.707001
14409.750366	-125.296646
14411.096191	-121.397911
14412.442017	-119.354988
14413.787842	-117.188965
14415.133667	-118.703674
14416.479492	-119.373718
14417.825317	-119.707825
14419.171143	-120.356888
14420.516968	-134.162811
14421.862793	-119.629211
14423.208618	-119.489517
14424.554443	-121.703018
14425.900269	-130.186768
14427.246094	-119.775917
14428.591919	-117.927261
14429.937744	-114.312950
14431.283569	-108.536240
14432.629395	-114.417267
14433.975220	-116.895119
14435.321045	-117.872581
14436.666870	-114.972542
14438.012695	-114.871384
14439.358521	-112.958595
14440.704346	-108.644180
14442.050171	-111.189606
14443.395996	-112.214981
14444.741821	-107.777641
14446.087646	-105.426140
14447.433472	-104.598083
14448.779297	-108.762688
14450.125122	-109.852570
14451.470947	-110.845428
14452.816772	-108.374886
14454.162598	-103.805069
14455.508423	-104.406090
14456.854248	-110.754234
14458.200073	-112.436569
14459.545898	-110.883438
14460.891724	-113.624939
14462.237549	-116.924149
14463.583374	-112.721451
14464.929199	-112.294136
14466.275024	-114.297363
14467.620850	-114.160690
14468.966675	-116.215027
14470.312500	-117.223259
14471.658325	-117.019867
14473.004150	-119.743706
14474.349976	-121.063309
14475.695801	-122.963440
14477.041626	-120.439682
14478.387451	-111.913055
14479.733276	-113.325409
14481.079102	-110.612289
14482.424927	-106.981064
14483.770752	-109.286827
14485.116577	-113.304100
14486.462402	-121.992798
14487.808228	-112.804260
14489.154053	-113.318085
14490.499878	-115.074867
14491.845703	-109.656898
14493.191528	-104.671776
14494.537354	-111.705109
14495.883179	-110.229393
14497.229004	-116.246346
14498.574829	-114.285149
14499.920654	-112.003654
14501.266479	-118.507950
14502.612305	-109.915306
14503.958130	-106.460266
14505.303955	-105.834290
14506.649780	-107.681862
14507.995605	-112.084496
14509.341431	-115.993011
14510.687256	-132.573349
14512.033081	-119.515846
14513.378906	-124.677101
14514.724731	-115.368484
14516.070557	-121.231262
14517.416382	-125.855057
14518.762207	-119.708488
14520.108032	-121.390221
14521.453857	-118.376976
14522.799683	-114.983444
14524.145508	-119.455063
14525.491333	-119.106232
14526.837158	-115.475418
14528.182983	-110.966232
14529.528809	-113.978828
14530.874634	-115.543167
14532.220459	-122.777298
14533.566284	-114.660027
14534.912109	-110.927979
14536.257935	-110.205811
14537.603760	-104.991211
14538.949585	-117.124176
14540.295410	-113.322716
14541.641235	-113.122154
14542.987061	-113.559959
14544.332886	-105.593613
14545.678711	-103.493423
14547.024536	-114.582077
14548.370361	-123.384460
14549.716187	-108.200798
14551.062012	-108.593109
14552.407837	-114.465553
14553.753662	-116.543228
14555.099487	-113.777870
14556.445312	-107.328720
14557.791138	-110.131615
14559.136963	-115.937286
14560.482788	-112.130234
14561.828613	-107.046478
14563.174438	-109.426010
14564.520264	-118.694878
14565.866089	-121.923546
14567.211914	-122.715363
14568.557739	-127.685143
14569.903564	-122.057693
14571.249390	-118.033028
14572.595215	-113.935486
14573.941040	-114.029007
14575.286865	-114.321159
14576.632690	-111.739990
14577.978516	-130.514786
14579.324341	-110.599648
14580.670166	-120.938965
14582.015991	-111.064644
14583.361816	-104.666145
14584.707642	-101.114082
14586.053467	-106.375015
14587.399292	-106.693542
14588.745117	-104.953339
14590.090942	-120.638504
14591.436768	-103.907059
14592.782593	-103.723793
14594.128418	-104.993134
14595.474243	-103.669464
14596.820068	-104.280327
14598.165894	-105.560043
14599.511719	-103.970116
14600.857544	-105.155579
14602.203369	-102.562515
14603.549194	-102.259354
14604.895020	-112.004913
14606.240845	-114.021782
14607.586670	-110.438980
14608.932495	-106.296165
14610.278320	-111.764671
14611.624146	-126.011742
14612.969971	-122.554306
14614.315796	-132.449478
14615.661621	-117.809601
14617.007446	-115.560913
14618.353271	-114.483002
14619.699097	-113.604202
14621.044922	-119.782318
14622.390747	-111.548836
14623.736572	-110.849594
14625.082397	-110.753036
14626.428223	-108.387573
14627.774048	-119.681419
14629.119873	-108.993256
14630.465698	-115.038132
14631.811523	-104.793816
14633.157349	-104.019913
14634.503174	-111.424744
14635.848999	-104.347099
14637.194824	-103.076988
14638.540649	-113.051376
14639.886475	-106.595146
14641.232300	-113.342682
14642.578125	-109.981834
14643.923950	-108.699600
14645.269775	-102.115601
14646.615601	-99.976654
14647.961426	-107.909454
14649.307251	-111.789070
14650.653076	-112.423340
14651.998901	-113.279793
14653.344727	-111.628197
14654.690552	-115.399490
14656.036377	-114.183990
14657.382202	-106.248955
14658.728027	-111.356728
14660.073853	-116.253067
14661.419678	-128.265640
14662.765503	-125.268578
14664.111328	-114.128471
14665.457153	-113.356117
14666.802979	-116.625252
14668.148804	-114.212593
14669.494629	-115.244926
14670.840454	-121.998283
14672.186279	-111.877602
14673.532104	-106.951843
14674.877930	-109.270203
14676.223755	-114.096062
14677.569580	-115.259277
14678.915405	-113.765007
14680.261230	-111.931190
14681.607056	-111.893822
14682.952881	-106.424850
14684.298706	-111.242722
14685.644531	-111.853447
14686.990356	-106.542557
14688.336182	-97.567657
14689.682007	-100.738647
14691.027832	-105.431847
14692.373657	-102.771332
14693.719482	-111.889053
14695.065308	-111.404541
14696.411133	-103.962540
