Frequency (Hz)	Level (dB)
6340.182495	-94.559425
6341.528320	-97.051964
6342.874146	-98.226654
6344.219971	-88.757607
6345.565796	-84.336151
6346.911621	-91.325478
6348.257446	-96.833641
6349.603271	-92.760109
6350.949097	-98.897255
6352.294922	-96.727173
6353.640747	-94.701576
6354.986572	-87.411087
6356.332397	-94.126785
6357.678223	-86.679176
6359.024048	-79.341843
6360.369873	-71.999443
6361.715698	-76.395508
6363.061523	-99.478317
6364.407349	-111.370476
6365.753174	-94.994301
6367.098999	-94.024780
6368.444824	-111.531631
6369.790649	-116.343414
6371.136475	-103.931267
6372.482300	-102.329582
6373.828125	-103.701202
6375.173950	-96.874886
6376.519775	-101.073357
6377.865601	-100.228546
6379.211426	-96.322670
6380.557251	-95.376236
6381.903076	-88.993431
6383.248901	-78.899887
6384.594727	-81.346352
6385.940552	-100.248428
6387.286377	-99.889061
6388.632202	-92.645905
6389.978027	-92.377197
6391.323853	-92.598335
6392.669678	-95.662506
6394.015503	-103.753906
6395.361328	-91.537651
6396.707153	-89.138557
6398.052979	-93.091248
6399.398804	-104.834564
6400.744629	-88.616997
6402.090454	-86.721581
6403.436279	-83.935349
6404.782104	-83.453812
6406.127930	-71.265083
6407.473755	-72.997559
6408.819580	-86.493774
6410.165405	-100.589424
6411.511230	-85.441887
6412.857056	-84.098969
6414.202881	-96.534668
6415.548706	-88.581818
6416.894531	-88.843880
6418.240356	-83.997902
6419.586182	-87.321899
6420.932007	-93.989304
6422.277832	-89.496727
6423.623657	-87.917137
6424.969482	-95.831612
6426.315308	-93.570343
6427.661133	-94.930916
6429.006958	-92.664093
6430.352783	-90.636436
6431.698608	-95.118309
6433.044434	-107.322998
6434.390259	-92.413658
6435.736084	-87.142143
6437.081909	-94.123672
6438.427734	-91.677246
6439.773560	-82.530334
6441.119385	-81.957420
6442.465210	-84.726158
6443.811035	-82.515541
6445.156860	-84.898666
6446.502686	-81.559013
6447.848511	-88.255058
6449.194336	-82.289520
6450.540161	-85.384399
6451.885986	-80.894905
6453.231812	-73.047691
6454.577637	-72.945343
6455.923462	-79.166550
6457.269287	-85.409065
6458.615112	-75.753532
6459.960938	-75.454834
6461.306763	-81.215630
6462.652588	-83.433624
6463.998413	-85.533669
6465.344238	-82.561829
6466.690063	-77.748543
6468.035889	-82.704147
6469.381714	-89.325363
6470.727539	-88.950523
6472.073364	-83.410713
6473.419189	-84.877266
6474.765015	-89.374535
6476.110840	-94.711739
6477.456665	-90.976776
6478.802490	-95.374985
6480.148315	-99.950653
6481.494141	-85.321640
6482.839966	-77.597992
6484.185791	-81.840889
6485.531616	-93.822044
6486.877441	-123.307953
6488.223267	-103.285767
6489.569092	-79.008530
6490.914917	-76.391533
6492.260742	-80.822334
6493.606567	-78.825302
6494.952393	-74.796516
6496.298218	-77.285019
6497.644043	-76.727058
6498.989868	-91.218781
6500.335693	-84.111443
6501.681519	-91.933517
6503.027344	-80.335983
6504.373169	-78.307922
6505.718994	-78.705360
6507.064819	-75.945137
6508.410645	-76.196823
6509.756470	-78.075188
6511.102295	-81.454475
6512.448120	-82.357468
6513.793945	-78.181969
6515.139771	-80.182175
6516.485596	-80.373619
6517.831421	-81.851448
6519.177246	-82.037224
6520.523071	-86.722687
6521.868896	-106.124016
6523.214722	-85.311661
6524.560547	-89.680466
6525.906372	-87.719139
6527.252197	-89.021767
6528.598022	-76.919968
6529.943848	-74.932907
6531.289673	-73.912437
6532.635498	-76.265320
6533.981323	-90.244591
6535.327148	-77.671593
6536.672974	-81.457108
6538.018799	-87.051041
6539.364624	-79.586510
6540.710449	-82.599297
6542.056274	-82.602493
6543.402100	-74.915062
6544.747925	-71.671333
6546.093750	-66.779312
6547.439575	-63.493351
6548.785400	-59.441402
6550.131226	-61.425491
6551.477051	-48.976852
6552.822876	-43.924110
6554.168701	-50.614544
6555.514526	-57.258175
6556.860352	-63.027466
6558.206177	-66.180794
6559.552002	-69.419563
6560.897827	-65.593193
6562.243652	-65.782921
6563.589478	-68.531410
6564.935303	-74.365189
6566.281128	-79.250244
6567.626953	-75.955093
6568.972778	-73.366768
6570.318604	-78.531860
6571.664429	-87.577332
6573.010254	-81.074432
6574.356079	-88.648399
6575.701904	-76.640907
6577.047729	-77.703354
6578.393555	-74.667633
6579.739380	-89.988808
6581.085205	-75.090584
6582.431030	-78.794907
6583.776855	-78.657417
6585.122681	-75.691925
6586.468506	-76.057678
6587.814331	-84.158928
6589.160156	-78.538734
6590.505981	-76.709190
6591.851807	-76.715546
6593.197632	-89.282715
6594.543457	-82.054031
6595.889282	-90.751709
6597.235107	-92.787186
6598.580933	-82.262497
6599.926758	-80.898445
6601.272583	-89.089348
6602.618408	-79.412331
6603.964233	-83.537605
6605.310059	-77.275696
6606.655884	-76.240425
6608.001709	-76.930214
6609.347534	-81.444557
6610.693359	-77.330635
6612.039185	-78.756203
6613.385010	-77.567116
6614.730835	-79.778397
6616.076660	-85.004974
6617.422485	-82.005257
6618.768311	-81.977188
6620.114136	-90.352516
6621.459961	-91.203506
6622.805786	-88.705040
6624.151611	-85.443352
6625.497437	-87.398003
6626.843262	-93.165474
6628.189087	-84.591949
6629.534912	-82.303627
6630.880737	-79.568817
6632.226562	-80.703773
6633.572388	-83.843948
6634.918213	-80.012238
6636.264038	-88.464363
6637.609863	-82.314896
6638.955688	-81.983871
6640.301514	-82.211792
6641.647339	-80.992546
6642.993164	-89.013321
6644.338989	-83.653244
6645.684814	-82.012863
6647.030640	-85.272324
6648.376465	-86.153122
6649.722290	-78.966515
6651.068115	-76.297394
6652.413940	-70.514343
6653.759766	-70.080711
6655.105591	-71.691963
6656.451416	-76.010857
6657.797241	-89.713066
6659.143066	-93.484627
6660.488892	-84.386063
6661.834717	-89.641716
6663.180542	-91.636528
6664.526367	-99.441307
6665.872192	-94.731171
6667.218018	-106.621696
6668.563843	-93.180702
6669.909668	-96.797821
6671.255493	-93.291084
6672.601318	-98.277756
6673.947144	-92.497887
6675.292969	-99.432243
6676.638794	-92.193962
6677.984619	-96.559929
6679.330444	-91.436935
6680.676270	-93.765831
6682.022095	-103.134079
6683.367920	-87.402122
6684.713745	-87.533218
6686.059570	-96.243011
6687.405396	-88.908859
6688.751221	-86.489838
6690.097046	-85.199104
6691.442871	-89.055954
6692.788696	-93.355713
6694.134521	-85.615639
6695.480347	-81.165390
6696.826172	-82.488121
6698.171997	-96.397865
6699.517822	-81.924728
6700.863647	-88.760284
6702.209473	-86.937996
6703.555298	-83.760574
6704.901123	-88.466072
6706.246948	-85.963722
6707.592773	-86.972855
6708.938599	-88.986595
6710.284424	-88.565987
6711.630249	-96.797813
6712.976074	-87.531151
6714.321899	-90.022690
6715.667725	-92.728302
6717.013550	-93.103416
6718.359375	-92.285179
6719.705200	-100.692726
6721.051025	-101.526024
6722.396851	-102.487259
6723.742676	-102.158554
6725.088501	-101.923218
6726.434326	-99.788116
6727.780151	-99.489410
6729.125977	-101.762802
6730.471802	-106.711662
6731.817627	-99.415306
6733.163452	-92.638916
6734.509277	-96.599373
6735.855103	-92.056953
6737.200928	-89.596703
6738.546753	-83.637527
6739.892578	-96.567284
6741.238403	-85.557289
6742.584229	-89.121063
6743.930054	-88.123222
6745.275879	-83.695427
6746.621704	-95.927811
6747.967529	-90.892616
6749.313354	-93.974701
6750.659180	-85.129639
6752.005005	-94.114029
6753.350830	-94.860397
6754.696655	-96.671417
6756.042480	-89.477722
6757.388306	-93.886093
6758.734131	-89.090164
6760.079956	-86.412132
6761.425781	-86.331154
6762.771606	-91.050240
6764.117432	-97.716774
6765.463257	-102.204544
6766.809082	-92.343239
6768.154907	-88.013420
6769.500732	-92.594116
6770.846558	-104.084122
6772.192383	-103.549454
6773.538208	-106.700050
6774.884033	-103.401802
6776.229858	-98.772331
6777.575684	-98.525742
6778.921509	-96.418648
6780.267334	-96.221207
6781.613159	-106.652847
6782.958984	-90.080238
6784.304810	-98.481331
6785.650635	-94.218353
6786.996460	-91.793556
6788.342285	-90.931419
6789.688110	-93.141434
6791.033936	-88.828430
6792.379761	-91.438728
6793.725586	-89.126457
6795.071411	-85.235260
6796.417236	-93.301056
6797.763062	-79.353951
6799.108887	-77.467133
6800.454712	-85.849754
6801.800537	-92.816040
6803.146362	-87.379745
6804.492188	-97.108185
6805.838013	-87.260483
6807.183838	-88.222145
6808.529663	-91.058739
6809.875488	-90.255424
6811.221313	-95.290024
6812.567139	-97.537209
6813.912964	-94.947586
6815.258789	-100.179443
6816.604614	-105.630196
6817.950439	-99.139763
6819.296265	-95.420830
6820.642090	-100.357300
6821.987915	-104.936310
6823.333740	-102.686890
6824.679565	-103.277931
6826.025391	-101.362450
6827.371216	-108.844078
6828.717041	-94.724693
6830.062866	-93.978729
6831.408691	-99.996674
6832.754517	-107.882309
6834.100342	-99.266472
6835.446167	-92.677361
6836.791992	-88.582336
6838.137817	-91.338722
6839.483643	-98.560089
6840.829468	-112.464172
6842.175293	-89.971497
6843.521118	-90.005051
6844.866943	-89.454338
6846.212769	-88.764236
6847.558594	-91.260315
6848.904419	-95.953056
6850.250244	-97.040169
6851.596069	-94.820526
6852.941895	-92.438416
6854.287720	-107.233971
6855.633545	-99.694527
6856.979370	-92.745529
6858.325195	-90.022217
6859.671021	-82.234070
6861.016846	-85.893875
6862.362671	-107.259804
6863.708496	-103.044159
6865.054321	-98.146072
6866.400146	-112.356224
6867.745972	-101.219681
6869.091797	-117.732971
6870.437622	-105.432014
6871.783447	-115.482254
6873.129272	-113.914650
6874.475098	-106.162132
6875.820923	-99.507179
6877.166748	-98.989990
6878.512573	-107.343170
6879.858398	-101.599289
6881.204224	-109.218857
6882.550049	-87.562668
6883.895874	-88.437622
6885.241699	-102.902290
6886.587524	-96.578583
6887.933350	-97.861801
6889.279175	-92.267166
6890.625000	-95.372200
6891.970825	-93.755386
6893.316650	-96.398857
6894.662476	-98.349541
6896.008301	-93.466492
6897.354126	-95.323997
6898.699951	-99.236107
6900.045776	-92.982162
6901.391602	-93.670837
6902.737427	-97.361046
6904.083252	-89.897011
6905.429077	-102.972298
6906.774902	-87.804649
6908.120728	-92.125572
6909.466553	-97.626518
6910.812378	-95.278061
6912.158203	-89.921585
6913.504028	-87.415321
6914.849854	-91.340393
6916.195679	-107.668800
6917.541504	-102.492744
6918.887329	-96.987305
6920.233154	-100.043518
6921.578979	-102.452057
6922.924805	-97.266541
6924.270630	-97.807449
6925.616455	-100.766991
6926.962280	-111.969810
6928.308105	-108.799248
6929.653931	-102.869896
6930.999756	-94.374619
6932.345581	-96.816017
6933.691406	-106.146118
6935.037231	-94.832359
6936.383057	-110.170769
6937.728882	-92.507301
6939.074707	-94.941978
6940.420532	-99.407021
6941.766357	-104.587616
6943.112183	-88.976196
6944.458008	-83.189522
6945.803833	-85.102028
6947.149658	-89.208641
6948.495483	-87.432800
6949.841309	-85.137077
6951.187134	-87.100784
6952.532959	-89.854233
6953.878784	-96.633690
6955.224609	-91.227486
6956.570435	-90.098572
6957.916260	-91.591141
6959.262085	-81.713875
6960.607910	-86.327705
6961.953735	-90.761635
6963.299561	-99.025818
6964.645386	-91.715500
6965.991211	-90.303703
6967.337036	-90.654678
6968.682861	-94.462349
6970.028687	-91.630516
6971.374512	-94.882843
6972.720337	-100.101578
6974.066162	-104.966324
6975.411987	-98.806038
6976.757812	-93.776192
6978.103638	-101.328949
6979.449463	-105.313248
6980.795288	-100.034050
6982.141113	-83.412025
6983.486938	-84.428650
6984.832764	-92.630173
6986.178589	-87.013290
6987.524414	-98.863480
6988.870239	-90.532555
6990.216064	-94.782196
6991.561890	-88.109200
6992.907715	-85.971817
6994.253540	-81.518822
6995.599365	-84.422897
6996.945190	-88.539879
6998.291016	-87.597801
6999.636841	-83.485062
7000.982666	-91.890244
7002.328491	-82.682907
7003.674316	-79.117416
7005.020142	-77.755455
7006.365967	-80.589287
7007.711792	-96.884766
7009.057617	-84.801796
7010.403442	-95.445198
7011.749268	-84.161308
7013.095093	-83.004440
7014.440918	-85.557426
7015.786743	-83.585838
7017.132568	-82.129944
7018.478394	-85.171883
7019.824219	-98.798836
7021.170044	-101.718811
7022.515869	-89.852600
7023.861694	-90.141968
7025.207520	-91.498619
7026.553345	-87.154137
7027.899170	-87.874184
7029.244995	-88.066124
7030.590820	-87.458511
7031.936646	-84.078568
7033.282471	-87.133408
7034.628296	-88.073097
7035.974121	-84.157181
7037.319946	-84.537048
7038.665771	-86.453415
7040.011597	-84.105301
7041.357422	-76.730148
7042.703247	-79.292152
7044.049072	-100.294235
7045.394897	-80.675865
7046.740723	-80.331230
7048.086548	-83.702698
7049.432373	-74.613228
7050.778198	-78.135391
7052.124023	-74.026184
7053.469849	-72.971611
7054.815674	-73.661392
7056.161499	-77.009331
7057.507324	-79.058708
7058.853149	-75.986107
7060.198975	-75.966568
7061.544800	-76.516159
7062.890625	-79.287247
7064.236450	-75.922417
7065.582275	-79.947174
7066.928101	-89.295891
7068.273926	-86.110725
7069.619751	-79.987350
7070.965576	-85.379280
7072.311401	-90.833107
7073.657227	-93.811798
7075.003052	-85.421776
7076.348877	-82.728249
7077.694702	-80.413696
7079.040527	-82.431290
7080.386353	-85.470161
7081.732178	-76.906738
7083.078003	-84.656448
7084.423828	-92.561111
7085.769653	-84.791695
7087.115479	-73.862953
7088.461304	-78.744522
7089.807129	-74.613228
7091.152954	-75.467926
7092.498779	-69.439087
7093.844604	-68.909111
7095.190430	-66.931702
7096.536255	-72.155739
7097.882080	-51.795544
7099.227905	-51.655739
7100.573730	-62.536652
7101.919556	-64.598984
7103.265381	-64.729462
7104.611206	-71.234711
7105.957031	-70.632965
7107.302856	-67.339249
7108.648682	-69.828400
7109.994507	-74.653374
7111.340332	-88.993103
7112.686157	-85.760941
7114.031982	-80.441322
7115.377808	-76.567741
7116.723633	-76.250473
7118.069458	-77.279495
7119.415283	-80.911652
7120.761108	-83.423058
7122.106934	-84.197472
7123.452759	-83.564247
7124.798584	-85.179359
7126.144409	-81.703415
7127.490234	-80.771370
7128.836060	-80.364265
7130.181885	-73.406425
7131.527710	-72.027267
7132.873535	-74.858208
7134.219360	-73.738327
7135.565186	-72.890594
7136.911011	-82.120491
7138.256836	-101.673050
7139.602661	-85.432396
7140.948486	-75.026596
7142.294312	-75.125427
7143.640137	-82.543556
7144.985962	-74.595596
7146.331787	-74.073746
7147.677612	-74.566269
7149.023438	-76.254959
7150.369263	-77.869820
7151.715088	-80.965813
7153.060913	-77.387596
7154.406738	-74.489868
7155.752563	-75.636772
7157.098389	-74.402634
7158.444214	-72.746758
7159.790039	-77.126625
7161.135864	-85.501068
7162.481689	-87.599533
7163.827515	-96.380791
7165.173340	-84.095276
7166.519165	-88.694252
7167.864990	-95.942497
7169.210815	-90.482956
7170.556641	-91.830017
7171.902466	-106.727676
7173.248291	-92.133392
7174.594116	-93.627922
7175.939941	-86.169853
7177.285767	-85.348892
7178.631592	-88.317139
7179.977417	-91.887436
7181.323242	-84.495461
7182.669067	-83.411911
7184.014893	-83.052887
7185.360718	-82.184593
7186.706543	-88.928284
7188.052368	-84.106560
7189.398193	-82.873840
7190.744019	-80.985207
7192.089844	-78.560410
7193.435669	-81.993752
7194.781494	-83.413612
7196.127319	-80.666252
7197.473145	-80.334167
7198.818970	-79.502258
7200.164795	-79.406715
7201.510620	-79.783768
7202.856445	-81.440498
7204.202271	-84.390213
7205.548096	-89.471474
7206.893921	-88.958549
7208.239746	-84.822586
7209.585571	-87.783325
7210.931396	-92.619492
7212.277222	-92.173080
7213.623047	-95.161842
7214.968872	-92.879646
7216.314697	-100.265251
7217.660522	-95.821114
7219.006348	-92.201401
7220.352173	-93.087891
7221.697998	-92.652168
7223.043823	-92.932739
7224.389648	-94.686035
7225.735474	-95.582970
7227.081299	-93.303741
7228.427124	-96.254021
7229.772949	-103.075317
7231.118774	-100.237816
7232.464600	-93.317642
7233.810425	-91.423866
7235.156250	-92.005737
7236.502075	-89.628326
7237.847900	-89.706139
7239.193726	-95.222160
7240.539551	-94.934616
7241.885376	-88.372383
7243.231201	-86.379822
7244.577026	-84.859337
7245.922852	-92.446350
7247.268677	-92.829582
7248.614502	-91.218933
7249.960327	-103.347656
7251.306152	-84.432259
7252.651978	-83.926971
7253.997803	-90.938652
7255.343628	-95.093613
7256.689453	-100.786896
7258.035278	-101.764160
7259.381104	-94.617668
7260.726929	-101.296211
7262.072754	-119.534584
7263.418579	-101.886436
7264.764404	-98.020889
7266.110229	-101.661972
7267.456055	-106.429016
7268.801880	-103.514259
7270.147705	-103.954201
7271.493530	-101.488075
7272.839355	-99.391235
7274.185181	-94.730980
7275.531006	-93.220085
7276.876831	-97.945915
7278.222656	-103.795761
7279.568481	-104.311081
7280.914307	-100.395073
7282.260132	-96.131416
7283.605957	-95.077965
7284.951782	-95.521873
7286.297607	-95.774017
7287.643433	-93.020294
7288.989258	-102.242683
7290.335083	-99.712357
7291.680908	-95.284187
7293.026733	-93.290665
7294.372559	-100.004738
7295.718384	-99.070221
7297.064209	-98.409798
7298.410034	-95.539330
7299.755859	-92.628044
7301.101685	-97.152458
7302.447510	-100.579895
7303.793335	-93.632195
7305.139160	-95.929047
7306.484985	-101.431831
7307.830811	-100.888107
7309.176636	-103.474724
7310.522461	-94.412354
7311.868286	-94.244080
7313.214111	-98.923515
7314.559937	-112.862152
7315.905762	-108.046623
7317.251587	-113.922737
7318.597412	-109.871002
7319.943237	-106.912636
7321.289062	-100.255608
7322.634888	-102.520485
7323.980713	-109.985191
7325.326538	-111.511597
7326.672363	-100.463356
7328.018188	-98.233803
7329.364014	-103.483414
7330.709839	-107.400642
7332.055664	-104.653305
7333.401489	-101.766022
7334.747314	-97.997818
7336.093140	-98.098701
7337.438965	-111.421082
7338.784790	-95.504944
7340.130615	-96.240601
7341.476440	-98.610756
7342.822266	-100.764214
7344.168091	-112.308945
7345.513916	-92.976570
7346.859741	-90.439079
7348.205566	-94.261040
7349.551392	-102.786736
7350.897217	-93.225403
7352.243042	-95.807404
7353.588867	-99.877609
7354.934692	-111.276123
7356.280518	-97.519554
7357.626343	-94.398949
7358.972168	-96.735092
7360.317993	-107.833862
7361.663818	-108.048996
7363.009644	-108.388680
7364.355469	-104.057358
7365.701294	-104.529510
7367.047119	-110.848022
7368.392944	-107.781166
7369.738770	-105.179176
7371.084595	-103.466911
7372.430420	-110.224335
7373.776245	-107.266510
7375.122070	-104.833305
7376.467896	-105.591133
7377.813721	-124.155746
7379.159546	-100.402008
7380.505371	-96.830040
7381.851196	-99.229416
7383.197021	-110.804420
7384.542847	-100.307426
7385.888672	-96.386162
7387.234497	-94.254883
7388.580322	-94.523285
7389.926147	-100.290649
7391.271973	-107.114288
7392.617798	-98.039192
7393.963623	-96.701271
7395.309448	-99.665138
7396.655273	-95.633331
7398.001099	-93.219124
7399.346924	-98.599945
7400.692749	-96.642250
7402.038574	-103.620102
7403.384399	-108.386024
7404.730225	-98.560722
7406.076050	-102.507301
7407.421875	-105.751076
7408.767700	-97.483467
7410.113525	-97.942093
7411.459351	-101.262566
7412.805176	-97.873848
7414.151001	-98.445999
7415.496826	-110.543755
7416.842651	-100.258148
7418.188477	-104.639336
7419.534302	-119.759132
7420.880127	-106.424919
7422.225952	-100.679710
7423.571777	-102.521912
7424.917603	-112.148369
7426.263428	-103.213341
7427.609253	-101.285789
7428.955078	-102.928627
7430.300903	-98.389153
7431.646729	-95.044426
7432.992554	-104.739075
7434.338379	-91.108490
7435.684204	-84.386932
7437.030029	-87.681961
7438.375854	-97.265327
7439.721680	-96.176781
7441.067505	-98.476166
7442.413330	-97.168861
7443.759155	-90.373474
7445.104980	-92.875679
7446.450806	-94.342499
7447.796631	-92.380272
7449.142456	-98.737755
7450.488281	-98.229393
7451.834106	-95.381599
7453.179932	-93.229568
7454.525757	-94.983612
7455.871582	-102.456924
7457.217407	-93.894341
7458.563232	-87.189995
7459.909058	-89.180679
7461.254883	-98.156212
7462.600708	-94.623749
7463.946533	-96.963280
7465.292358	-107.190704
7466.638184	-116.266220
7467.984009	-102.103935
7469.329834	-97.759735
7470.675659	-102.734825
7472.021484	-108.407005
7473.367310	-98.884125
7474.713135	-99.092781
7476.058960	-95.183350
7477.404785	-98.678337
7478.750610	-98.367516
7480.096436	-94.546280
7481.442261	-104.813683
7482.788086	-100.841621
7484.133911	-104.554092
7485.479736	-93.139603
7486.825562	-91.783958
7488.171387	-94.013664
7489.517212	-90.949219
7490.863037	-87.302216
7492.208862	-94.856750
7493.554688	-111.244095
7494.900513	-94.031265
7496.246338	-94.376167
7497.592163	-92.678368
7498.937988	-84.537331
7500.283813	-87.590462
7501.629639	-91.553780
7502.975464	-83.991127
7504.321289	-83.928871
7505.667114	-86.163124
7507.012939	-93.382751
7508.358765	-98.656158
7509.704590	-96.142929
7511.050415	-96.066513
7512.396240	-100.051971
7513.742065	-95.765999
7515.087891	-90.422058
7516.433716	-93.253670
7517.779541	-101.940842
7519.125366	-105.930847
7520.471191	-95.756821
7521.817017	-103.101425
7523.162842	-119.145485
7524.508667	-92.707939
7525.854492	-87.105637
7527.200317	-87.208099
7528.546143	-88.875694
7529.891968	-85.640419
7531.237793	-82.772446
7532.583618	-81.126518
7533.929443	-82.299988
7535.275269	-91.847588
7536.621094	-84.193695
7537.966919	-83.404831
7539.312744	-84.101959
7540.658569	-83.670975
7542.004395	-95.248589
7543.350220	-89.353821
7544.696045	-90.184235
7546.041870	-80.659035
7547.387695	-78.924774
7548.733521	-81.015480
7550.079346	-84.236145
7551.425171	-97.039169
7552.770996	-83.571350
7554.116821	-75.671471
7555.462646	-73.908211
7556.808472	-78.108528
7558.154297	-86.254303
7559.500122	-82.927132
7560.845947	-80.318863
7562.191772	-90.913567
7563.537598	-104.214325
7564.883423	-94.989159
7566.229248	-91.393333
7567.575073	-92.210388
7568.920898	-92.361008
7570.266724	-92.955650
7571.612549	-96.570320
7572.958374	-91.088737
7574.304199	-95.677071
7575.650024	-92.939880
7576.995850	-84.919243
7578.341675	-80.172264
7579.687500	-83.791916
7581.033325	-90.071617
7582.379150	-82.566101
7583.724976	-77.744522
7585.070801	-78.653969
7586.416626	-82.889893
7587.762451	-96.311394
7589.108276	-78.864281
7590.454102	-78.141945
7591.799927	-86.988235
7593.145752	-82.458351
7594.491577	-74.843750
7595.837402	-77.752998
7597.183228	-74.803749
7598.529053	-85.725212
7599.874878	-80.235939
7601.220703	-83.388840
7602.566528	-83.806358
7603.912354	-89.404823
7605.258179	-83.637566
7606.604004	-78.185150
7607.949829	-78.355469
7609.295654	-78.519600
7610.641479	-85.397949
7611.987305	-94.217834
7613.333130	-91.474960
7614.678955	-103.415810
7616.024780	-94.965012
7617.370605	-89.709068
7618.716431	-90.218483
7620.062256	-93.566879
7621.408081	-91.569405
7622.753906	-106.922577
7624.099731	-86.595924
7625.445557	-81.501831
7626.791382	-81.336037
7628.137207	-84.942078
7629.483032	-80.690254
7630.828857	-81.515358
7632.174683	-78.228493
7633.520508	-78.093880
7634.866333	-86.299995
7636.212158	-88.345589
7637.557983	-77.337410
7638.903809	-71.070351
7640.249634	-69.433434
7641.595459	-73.581871
7642.941284	-64.972122
7644.287109	-57.785633
7645.632935	-61.785080
7646.978760	-70.307823
7648.324585	-76.808250
7649.670410	-77.574539
7651.016235	-79.475815
7652.362061	-89.093681
7653.707886	-84.526764
7655.053711	-85.162628
7656.399536	-78.107903
7657.745361	-82.297340
7659.091187	-85.718887
7660.437012	-82.928131
7661.782837	-84.177666
7663.128662	-82.199699
7664.474487	-85.491287
7665.820312	-86.835442
7667.166138	-83.821976
7668.511963	-84.853500
7669.857788	-84.104340
7671.203613	-86.691010
7672.549438	-88.480057
7673.895264	-88.642639
7675.241089	-87.764542
7676.586914	-84.170273
7677.932739	-92.866920
7679.278564	-80.633888
7680.624390	-83.568115
7681.970215	-87.912048
7683.316040	-86.538368
7684.661865	-87.228394
7686.007690	-77.805161
7687.353516	-72.784248
7688.699341	-72.852081
7690.045166	-77.023064
7691.390991	-77.122444
7692.736816	-76.220238
7694.082642	-78.501228
7695.428467	-89.686089
7696.774292	-85.348602
7698.120117	-87.010437
7699.465942	-78.467529
7700.811768	-78.065445
7702.157593	-78.119270
7703.503418	-90.104759
7704.849243	-88.129707
7706.195068	-82.157593
7707.540894	-82.210945
7708.886719	-88.146072
7710.232544	-95.314865
7711.578369	-86.867996
7712.924194	-105.982185
7714.270020	-87.842209
7715.615845	-86.128838
7716.961670	-89.480408
7718.307495	-99.831253
7719.653320	-102.613258
7720.999146	-90.465530
7722.344971	-89.899529
7723.690796	-88.386833
7725.036621	-84.978226
7726.382446	-103.635010
7727.728271	-98.043411
7729.074097	-79.396866
7730.419922	-78.502541
7731.765747	-80.043365
7733.111572	-85.185814
7734.457397	-92.555473
7735.803223	-91.116920
7737.149048	-80.909027
7738.494873	-77.925888
7739.840698	-82.051125
7741.186523	-89.287178
7742.532349	-80.723328
7743.878174	-79.577637
7745.223999	-78.458443
7746.569824	-82.945061
7747.915649	-86.212906
7749.261475	-86.192642
7750.607300	-86.063576
7751.953125	-80.427269
7753.298950	-79.141098
7754.644775	-84.213600
7755.990601	-90.927361
7757.336426	-89.444679
7758.682251	-98.834984
7760.028076	-98.527832
7761.373901	-95.960777
7762.719727	-100.270912
7764.065552	-97.637512
7765.411377	-99.324608
7766.757202	-100.848694
7768.103027	-101.341118
7769.448853	-95.654800
7770.794678	-95.023438
7772.140503	-97.087708
7773.486328	-90.976280
7774.832153	-87.042786
7776.177979	-87.098091
7777.523804	-93.951500
7778.869629	-87.547249
7780.215454	-85.427559
7781.561279	-88.963959
7782.907104	-97.622925
7784.252930	-94.354362
7785.598755	-87.460587
7786.944580	-89.329269
7788.290405	-85.845497
7789.636230	-88.723244
7790.982056	-87.460159
7792.327881	-97.291748
7793.673706	-85.350243
7795.019531	-87.742111
7796.365356	-97.759933
7797.711182	-90.345985
7799.057007	-100.373940
7800.402832	-101.463272
7801.748657	-91.649414
7803.094482	-90.457108
7804.440308	-93.374939
7805.786133	-99.084419
7807.131958	-96.218658
7808.477783	-92.926056
7809.823608	-104.926208
7811.169434	-112.729836
7812.515259	-106.001518
7813.861084	-124.610825
7815.206909	-109.543076
7816.552734	-112.415825
7817.898560	-119.895859
7819.244385	-110.106041
7820.590210	-106.304558
7821.936035	-101.060974
7823.281860	-98.449387
7824.627686	-127.692268
7825.973511	-96.137108
7827.319336	-90.787376
7828.665161	-95.128403
7830.010986	-98.951958
7831.356812	-94.824844
7832.702637	-96.331482
7834.048462	-100.424477
7835.394287	-92.423470
7836.740112	-95.900948
7838.085938	-98.347641
7839.431763	-97.105942
7840.777588	-97.705109
7842.123413	-103.789444
7843.469238	-96.921898
7844.815063	-108.971252
7846.160889	-91.821121
7847.506714	-95.383537
7848.852539	-93.864395
7850.198364	-85.753220
7851.544189	-86.259460
7852.890015	-95.031868
7854.235840	-95.830650
7855.581665	-97.882469
7856.927490	-108.319176
7858.273315	-101.600121
7859.619141	-102.064812
7860.964966	-110.055527
7862.310791	-106.262070
7863.656616	-108.832169
7865.002441	-107.258751
7866.348267	-104.399040
7867.694092	-107.073212
7869.039917	-101.877487
7870.385742	-104.165604
7871.731567	-119.795120
7873.077393	-98.015358
7874.423218	-98.456932
7875.769043	-100.845482
7877.114868	-97.811424
7878.460693	-106.341438
7879.806519	-105.678001
7881.152344	-96.341087
7882.498169	-92.085487
7883.843994	-93.391525
7885.189819	-99.428040
7886.535645	-110.662560
7887.881470	-90.615875
7889.227295	-94.133377
7890.573120	-97.132935
7891.918945	-92.821365
7893.264771	-87.932716
7894.610596	-88.865173
7895.956421	-95.193802
7897.302246	-93.544609
7898.648071	-99.873436
7899.993896	-89.155029
7901.339722	-89.879852
7902.685547	-93.502922
7904.031372	-91.968597
7905.377197	-93.977180
7906.723022	-99.923569
