1.345825	-78.945473
2.691650	-80.496712
4.037476	-89.671829
5.383301	-93.436653
6.729126	-87.281235
8.074951	-80.831825
9.420776	-79.590546
10.766602	-80.454422
12.112427	-85.863953
13.458252	-85.314835
14.804077	-86.328857
16.149902	-96.128845
17.495728	-96.856300
18.841553	-95.943871
20.187378	-98.813522
21.533203	-87.450340
22.879028	-82.641251
24.224854	-86.193253
25.570679	-91.905037
26.916504	-92.139549
28.262329	-93.677818
29.608154	-93.575081
30.953979	-92.973259
32.299805	-96.513542
33.645630	-97.781532
34.991455	-101.618324
36.337280	-102.255447
37.683105	-97.727211
39.028931	-100.322739
40.374756	-87.961395
41.720581	-82.757980
43.066406	-84.452682
44.412231	-87.274841
45.758057	-90.127708
47.103882	-93.971413
48.449707	-88.134087
49.795532	-86.092445
51.141357	-96.532684
52.487183	-102.068748
53.833008	-95.860168
55.178833	-92.180275
56.524658	-95.109932
57.870483	-100.398956
59.216309	-103.162430
60.562134	-97.653549
61.907959	-98.700096
63.253784	-93.136391
64.599609	-96.106819
65.945435	-96.845146
67.291260	-97.039474
68.637085	-95.365501
69.982910	-94.797241
71.328735	-96.314095
72.674561	-97.322372
74.020386	-97.564888
75.366211	-99.319267
76.712036	-100.571289
78.057861	-101.053375
79.403687	-97.937225
80.749512	-93.514206
82.095337	-92.190048
83.441162	-95.935577
84.786987	-95.968758
86.132812	-96.824829
87.478638	-98.591682
88.824463	-99.138084
90.170288	-100.973015
91.516113	-96.902290
92.861938	-96.656715
94.207764	-96.998779
95.553589	-98.379875
96.899414	-97.063751
98.245239	-94.091736
99.591064	-86.590691
100.936890	-88.151398
102.282715	-101.659302
103.628540	-98.525368
104.974365	-100.540985
106.320190	-98.693939
107.666016	-96.392914
109.011841	-96.770035
110.357666	-98.762726
111.703491	-101.388153
113.049316	-97.060677
114.395142	-97.215446
115.740967	-101.158813
117.086792	-104.575897
118.432617	-100.310989
119.778442	-83.838966
121.124268	-82.695129
122.470093	-91.657814
123.815918	-95.927589
125.161743	-96.049057
126.507568	-92.603691
127.853394	-90.801758
129.199219	-89.380241
130.545044	-96.013367
131.890869	-91.543297
133.236694	-90.059288
134.582520	-89.496010
135.928345	-94.155388
137.274170	-82.406265
138.619995	-80.631927
139.965820	-83.942863
141.311646	-86.511917
142.657471	-92.606758
144.003296	-82.946930
145.349121	-80.362396
146.694946	-83.355064
148.040771	-86.253387
149.386597	-86.325294
150.732422	-87.142891
152.078247	-80.180412
153.424072	-79.758255
154.769897	-81.287277
156.115723	-82.930405
157.461548	-84.666801
158.807373	-81.171440
160.153198	-76.731201
161.499023	-75.241508
162.844849	-83.070549
164.190674	-81.224274
165.536499	-77.317192
166.882324	-75.449379
168.228149	-74.448097
169.573975	-80.861565
170.919800	-78.995117
172.265625	-78.987244
173.611450	-80.311714
174.957275	-83.021194
176.303101	-78.604683
177.648926	-77.102791
178.994751	-79.337166
180.340576	-78.755142
181.686401	-77.663132
183.032227	-77.098801
184.378052	-74.817406
185.723877	-76.283432
187.069702	-78.808357
188.415527	-80.478958
189.761353	-79.891319
191.107178	-77.480438
192.453003	-76.633881
193.798828	-78.833801
195.144653	-79.718246
196.490479	-83.116753
197.836304	-76.753189
199.182129	-75.454765
200.527954	-74.069939
201.873779	-75.795517
203.219604	-76.924416
204.565430	-77.521675
205.911255	-80.501556
207.257080	-78.717918
208.602905	-80.470665
209.948730	-84.792442
211.294556	-83.889816
212.640381	-80.200882
213.986206	-79.419632
215.332031	-83.590912
216.677856	-77.075333
218.023682	-77.482765
219.369507	-78.190323
220.715332	-78.957352
222.061157	-76.026024
223.406982	-75.376938
224.752808	-81.263512
226.098633	-76.506912
227.444458	-72.362335
228.790283	-76.428749
230.136108	-77.528610
231.481934	-75.889229
232.827759	-74.867706
234.173584	-75.848335
235.519409	-82.068230
236.865234	-76.423576
238.211060	-83.228203
239.556885	-75.547600
240.902710	-77.863884
242.248535	-77.712234
243.594360	-73.579987
244.940186	-72.533730
246.286011	-77.743385
247.631836	-74.975922
248.977661	-72.599648
250.323486	-73.093964
251.669312	-79.774597
253.015137	-77.183983
254.360962	-74.093163
255.706787	-73.924454
257.052612	-75.300636
258.398438	-76.654755
259.744263	-69.660118
261.090088	-70.914848
262.435913	-74.494392
263.781738	-71.013100
265.127563	-70.775078
266.473389	-73.519516
267.819214	-75.469360
269.165039	-73.216415
270.510864	-69.251633
271.856689	-72.917374
273.202515	-73.669807
274.548340	-72.891998
275.894165	-70.746750
277.239990	-72.272079
278.585815	-73.738525
279.931641	-66.463753
281.277466	-67.144440
282.623291	-66.056335
283.969116	-58.454754
285.314941	-62.687157
286.660767	-60.423168
288.006592	-50.552437
289.352417	-34.202660
290.698242	-23.391592
292.044067	-25.198017
293.389893	-41.639332
294.735718	-56.882069
296.081543	-58.593525
297.427368	-66.869934
298.773193	-63.047569
300.119019	-65.784607
301.464844	-68.008759
302.810669	-72.285522
304.156494	-76.967468
305.502319	-73.478668
306.848145	-73.312233
308.193970	-77.897728
309.539795	-71.289619
310.885620	-72.730980
312.231445	-76.541008
313.577271	-76.237022
314.923096	-79.103905
316.268921	-74.679733
317.614746	-75.875076
318.960571	-75.727768
320.306396	-74.424644
321.652222	-77.363007
322.998047	-80.206940
324.343872	-78.353348
325.689697	-80.157593
327.035522	-79.363129
328.381348	-79.593323
329.727173	-75.617393
331.072998	-73.495392
332.418823	-76.159073
333.764648	-76.388138
335.110474	-77.248100
336.456299	-81.744514
337.802124	-82.466064
339.147949	-78.260330
340.493774	-74.908890
341.839600	-79.298157
343.185425	-79.623024
344.531250	-78.834755
345.877075	-80.991486
347.222900	-81.397461
348.568726	-81.671165
349.914551	-82.465683
351.260376	-82.758194
352.606201	-80.203857
353.952026	-80.624672
355.297852	-81.188751
356.643677	-82.425888
357.989502	-80.171318
359.335327	-82.536819
360.681152	-78.888969
362.026978	-80.745079
363.372803	-83.099030
364.718628	-81.599983
366.064453	-83.474159
367.410278	-84.651253
368.756104	-80.848694
370.101929	-80.569923
371.447754	-83.465378
372.793579	-78.606956
374.139404	-78.270226
375.485229	-78.720329
376.831055	-81.850616
378.176880	-80.684769
379.522705	-81.754700
380.868530	-84.872475
382.214355	-85.316628
383.560181	-84.129997
384.906006	-83.226028
386.251831	-82.752098
387.597656	-81.563560
388.943481	-85.141304
390.289307	-79.810478
391.635132	-78.093147
392.980957	-79.782761
394.326782	-80.820000
395.672607	-82.118797
397.018433	-80.499435
398.364258	-78.687485
399.710083	-81.485016
401.055908	-82.287102
402.401733	-79.403358
403.747559	-82.895355
405.093384	-82.983894
406.439209	-81.873795
407.785034	-78.903938
409.130859	-78.792740
410.476685	-85.618225
411.822510	-84.057961
413.168335	-83.348457
414.514160	-83.191582
415.859985	-81.650826
417.205811	-77.910431
418.551636	-81.961601
419.897461	-86.516136
421.243286	-81.205757
422.589111	-79.458344
423.934937	-79.635384
425.280762	-81.113663
426.626587	-79.056633
427.972412	-79.124710
429.318237	-79.858551
430.664062	-76.533356
432.009888	-76.291374
433.355713	-74.441666
434.701538	-75.532852
436.047363	-75.328804
437.393188	-79.673393
438.739014	-78.710457
440.084839	-77.308060
441.430664	-78.947670
442.776489	-86.337250
444.122314	-81.600639
445.468140	-76.555069
446.813965	-75.887695
448.159790	-79.216599
449.505615	-81.467819
450.851440	-80.140701
452.197266	-78.973328
453.543091	-81.070007
454.888916	-78.076462
456.234741	-78.815331
457.580566	-78.529877
458.926392	-81.330185
460.272217	-78.141960
461.618042	-73.215179
462.963867	-73.994576
